#,יום מכירה,חודש למכור,כתובת,חדרים,"מ""ר",סכום,מגמת שינוי,שונות
3613,05.02.2020,2,בזל,5.0,100.0,2100000.0,,0.0
3614,04.02.2020,2,"אלופי צה""ל",3.0,70.43,1650000.0,35% ב 6.5 שנים,5.384615384615385
3615,04.02.2020,2,,0.0,66.0,896000.0,,0.0
3616,04.02.2020,2,חנקין,2.0,55.1,645000.0,,0.0
3617,04.02.2020,2,ההגנה,3.0,60.82,1480000.0,,0.0
3618,04.02.2020,2,הרב הרצוג,0.0,60.22,430000.0,,0.0
3619,04.02.2020,2,צ'לנוב,4.0,93.0,1790000.0,,0.0
3620,04.02.2020,2,,5.0,130.28,2725000.0,,0.0
3621,04.02.2020,2,החשמונאים,6.0,96.8,1800000.0,,0.0
3622,04.02.2020,2,הרב הרצוג,0.0,0.0,370000.0,,0.0
3623,04.02.2020,2,בן יהודה,4.0,78.0,1920000.0,,0.0
3624,03.02.2020,2,המעפילים,5.0,92.0,1750000.0,,0.0
3625,03.02.2020,2,צדוק דוד,3.0,64.0,1500000.0,133% ב 18.5 שנים,7.1891891891891895
3626,03.02.2020,2,גרינברג אורי צבי,4.0,91.21,1920000.0,137% ב 16.8 שנים,8.154761904761905
3627,03.02.2020,2,יצחק הלוי,3.0,62.85,1417000.0,35% ב 6.5 שנים,5.384615384615385
3628,03.02.2020,2,אברבנאל,0.0,33.22,640000.0,-1% ב 1.2 שנים,-0.8333333333333334
3629,03.02.2020,2,ראש פנה,2.0,40.0,522000.0,,0.0
3630,03.02.2020,2,ענבר,4.0,94.3,1765000.0,,0.0
3631,03.02.2020,2,אילת,0.0,39.69,120000.0,,0.0
3632,02.02.2020,2,חומה ומגדל,2.0,46.53,1200000.0,236% ב 13 שנים,18.153846153846153
3633,02.02.2020,2,מעלות,3.0,57.0,1530000.0,35% ב 4.6 שנים,7.608695652173914
3634,02.02.2020,2,נס ציונה,4.0,72.53,1850000.0,26% ב 4.4 שנים,5.909090909090908
3635,02.02.2020,2,חנקין,3.0,70.0,1200000.0,,0.0
3636,02.02.2020,2,נרקיס עוזי,6.0,136.0,2994000.0,,0.0
3637,02.02.2020,2,שמר נעמי,5.0,128.0,2500000.0,,0.0
3638,02.02.2020,2,יצחק הלוי,3.0,63.27,526000.0,,0.0
3639,31.01.2020,1,הבנים,4.0,88.47,1755000.0,24% ב 5.9 שנים,4.067796610169491
3640,30.01.2020,1,צאלים,3.5,62.4,1550000.0,27% ב 5.2 שנים,5.1923076923076925
3641,30.01.2020,1,החרצית,4.5,103.84,2210000.0,75% ב 12.5 שנים,6.0
3642,30.01.2020,1,השומר,4.0,82.89,1700000.0,,0.0
3643,30.01.2020,1,חנקין,3.0,61.71,1335000.0,,0.0
3644,29.01.2020,1,אלעזר דוד,4.0,92.45,2230000.0,112% ב 17.9 שנים,6.256983240223464
3645,29.01.2020,1,פנחס אילון,4.0,94.5,2365000.0,5% ב 2.2 שנים,2.2727272727272725
3646,29.01.2020,1,"אלופי צה""ל",3.0,70.43,1630000.0,38% ב 5.8 שנים,6.551724137931035
3647,29.01.2020,1,סוקולוב,3.0,56.93,1400000.0,,0.0
3648,29.01.2020,1,ירמיהו,3.0,53.3,402000.0,,0.0
3649,29.01.2020,1,אהרונוביץ,3.0,76.0,1790000.0,,0.0
3650,28.01.2020,1,יפה אברהם,7.0,152.1,2620000.0,167% ב 17.8 שנים,9.382022471910112
3651,28.01.2020,1,מכס וג'סי כהן,3.0,43.9,1022000.0,,0.0
3652,28.01.2020,1,ירמיהו,0.0,32.6,450000.0,,0.0
3653,28.01.2020,1,פייר קניג,4.0,103.0,1970000.0,,0.0
3654,28.01.2020,1,הערבה,2.0,36.3,1060000.0,,0.0
3655,28.01.2020,1,השומר,4.0,90.57,1670000.0,,0.0
3656,28.01.2020,1,שפרינצק,3.0,58.0,1375000.0,,0.0
3657,27.01.2020,1,"אח""י דקר",3.5,65.0,1710000.0,265% ב 21.9 שנים,12.100456621004566
3658,27.01.2020,1,קרן היסוד,3.0,54.1,1468000.0,10% ב 3 שנים,3.3333333333333335
3659,27.01.2020,1,חנקין,3.0,53.0,1480000.0,33% ב 16.4 שנים,2.0121951219512195
3660,27.01.2020,1,צבי תדמור,5.0,129.4,3030000.0,28% ב 4.7 שנים,5.957446808510638
3661,27.01.2020,1,צבי תדמור,5.0,128.5,2880000.0,17% ב 2.8 שנים,6.071428571428572
3662,27.01.2020,1,ויצמן,3.0,87.35,1620000.0,-4% ב 0.6 שנים,-6.666666666666667
3663,27.01.2020,1,ההסתדרות,4.0,118.0,2250000.0,4% ב 0.7 שנים,5.714285714285714
3664,27.01.2020,1,פייר קניג,4.0,104.0,1970000.0,,0.0
3665,27.01.2020,1,הגאונים,3.0,49.5,1000000.0,,0.0
3666,27.01.2020,1,סוקולוב,3.0,68.0,1450000.0,,0.0
3667,27.01.2020,1,הופיין,0.0,0.0,380000.0,,0.0
3668,27.01.2020,1,חנקין,5.0,92.86,2080000.0,,0.0
3669,27.01.2020,1,צאלים,4.0,97.0,1780000.0,,0.0
3670,27.01.2020,1,שער הגיא,5.0,105.0,1860000.0,,0.0
3671,27.01.2020,1,מקוה ישראל,4.0,75.0,1800000.0,,0.0
3672,26.01.2020,1,"אלופי צה""ל",4.0,81.75,1650000.0,184% ב 11.7 שנים,15.726495726495727
3673,26.01.2020,1,צפת,4.0,96.4,1750000.0,,0.0
3674,26.01.2020,1,"ש""ץ צבי",4.0,78.0,2067000.0,,0.0
3675,26.01.2020,1,קראוזה,3.0,68.59,1565000.0,,0.0
3676,26.01.2020,1,,5.0,128.28,2590000.0,,0.0
3677,26.01.2020,1,ההסתדרות,3.0,43.83,1250000.0,,0.0
3678,26.01.2020,1,אהרונוביץ,5.0,103.0,1845000.0,,0.0
3679,26.01.2020,1,רבינוביץ יהושע,5.0,111.7,1840000.0,,0.0
3680,25.01.2020,1,חנקין,2.0,43.5,1108000.0,,0.0
3681,25.01.2020,1,התחיה,2.5,42.4,1300000.0,,0.0
3682,24.01.2020,1,הפורצים,3.0,51.26,1150000.0,,0.0
3683,24.01.2020,1,אלחריזי,4.0,78.24,1500000.0,35% ב 7 שנים,5.0
3684,24.01.2020,1,שרת משה,3.0,71.0,1505000.0,,0.0
3685,23.01.2020,1,האלוף אהרון יריב,3.0,103.5,2285000.0,102% ב 20.2 שנים,5.0495049504950495
3686,23.01.2020,1,ארן זלמן,3.0,62.0,1430000.0,8% ב 2.7 שנים,2.962962962962963
3687,23.01.2020,1,הגת,4.0,99.4,2250000.0,67% ב 9.4 שנים,7.127659574468085
3688,23.01.2020,1,הגת,4.0,109.46,2000000.0,23% ב 6.6 שנים,3.484848484848485
3689,23.01.2020,1,אילת,0.0,192.33,4080000.0,,0.0
3690,23.01.2020,1,ההסתדרות,3.0,63.54,720000.0,,0.0
3691,23.01.2020,1,הראל,6.0,200.0,2730000.0,,0.0
3692,23.01.2020,1,בית לחם,4.0,87.0,1830000.0,,0.0
3693,23.01.2020,1,הגאונים,4.0,82.0,1350000.0,,0.0
3694,23.01.2020,1,בוסתנאי,4.0,103.0,1250000.0,,0.0
3695,22.01.2020,1,קרן קיימת,4.0,83.7,1955000.0,1% ב 2.6 שנים,0.3846153846153846
3696,22.01.2020,1,שרת משה,3.5,72.0,1635000.0,42% ב 8.8 שנים,4.7727272727272725
3697,22.01.2020,1,קלויזנר,4.5,98.28,2100000.0,55% ב 5.3 שנים,10.377358490566039
3698,22.01.2020,1,חנקין,3.0,63.62,1510000.0,21% ב 4.5 שנים,4.666666666666667
3699,22.01.2020,1,פיארברג,5.0,119.0,3410000.0,,0.0
3700,22.01.2020,1,ז'בוטינסקי,4.0,83.58,1720000.0,,0.0
3701,22.01.2020,1,שרת משה,3.0,70.43,1370000.0,,0.0
3702,22.01.2020,1,,0.0,180.0,2344000.0,,0.0
3703,21.01.2020,1,עטרות,3.0,66.0,1370000.0,48% ב 8.8 שנים,5.454545454545454
3704,21.01.2020,1,נח קפלינסקי,4.0,76.0,1525000.0,79% ב 9.5 שנים,8.31578947368421
3705,21.01.2020,1,רבין יצחק,5.0,110.41,2680000.0,63% ב 10 שנים,6.3
3706,21.01.2020,1,השומר,3.0,64.1,1140000.0,,0.0
3707,21.01.2020,1,"הגר""א",3.0,64.24,276000.0,,0.0
3708,21.01.2020,1,פיארברג,5.0,119.0,3410000.0,,0.0
3709,20.01.2020,1,שרת משה,3.0,62.87,1580000.0,41% ב 1.9 שנים,21.578947368421055
3710,20.01.2020,1,"אח""י דקר",3.5,65.0,1680000.0,29% ב 2.7 שנים,10.74074074074074
3711,20.01.2020,1,אלי כהן,4.0,78.85,1450000.0,118% ב 19.8 שנים,5.959595959595959
3712,20.01.2020,1,המרגנית,5.0,103.09,2323000.0,85% ב 11.8 שנים,7.203389830508474
3713,20.01.2020,1,צבי תדמור,5.0,120.0,2700000.0,1% ב 3.3 שנים,0.30303030303030304
3714,20.01.2020,1,אהרונוביץ,3.0,76.0,1775000.0,,0.0
3715,20.01.2020,1,התנאים,4.0,65.6,870000.0,,0.0
3716,20.01.2020,1,"אצ""ל",3.0,62.7,420000.0,,0.0
3717,20.01.2020,1,שנקר,3.0,68.0,1470000.0,,0.0
3718,19.01.2020,1,שמר נעמי,4.0,98.7,2330000.0,111% ב 12.2 שנים,9.098360655737705
3719,19.01.2020,1,וולפסון,3.0,59.94,1500000.0,40% ב 8.9 שנים,4.4943820224719095
3720,19.01.2020,1,צבי תדמור,5.0,126.0,2700000.0,,0.0
3721,19.01.2020,1,חנקין,4.0,86.0,1820000.0,,0.0
3722,19.01.2020,1,הגדוד העברי,5.0,115.0,2330000.0,,0.0
3723,18.01.2020,1,הגדוד העברי,5.0,116.0,2330000.0,,0.0
3724,17.01.2020,1,יום הכיפורים,4.0,101.2,1765000.0,60% ב 11.3 שנים,5.309734513274336
3725,17.01.2020,1,רותר ולטר,3.5,74.97,1500000.0,,0.0
3726,17.01.2020,1,עטרות,3.0,73.0,1400000.0,,0.0
3727,16.01.2020,1,"אח""י דקר",3.5,65.0,1730000.0,198% ב 14.5 שנים,13.655172413793103
3728,16.01.2020,1,קרן קיימת,5.0,116.0,2310000.0,32% ב 6.8 שנים,4.705882352941177
3729,16.01.2020,1,ז'בוטינסקי,2.0,60.0,1420000.0,25% ב 7.5 שנים,3.3333333333333335
3730,16.01.2020,1,חסדאי,5.0,100.19,1950000.0,18% ב 3.9 שנים,4.615384615384616
3731,16.01.2020,1,ברטונוב דבורה,5.0,142.0,2855000.0,46% ב 5.7 שנים,8.070175438596491
3732,16.01.2020,1,גרינבוים,4.0,88.0,2260000.0,,0.0
3733,16.01.2020,1,ברודרזון,9.0,270.0,4450000.0,,0.0
3734,16.01.2020,1,סוקולוב,2.5,63.0,1215000.0,,0.0
3735,16.01.2020,1,האמוראים,2.0,33.4,600000.0,,0.0
3736,16.01.2020,1,הארז,3.0,69.0,1890000.0,,0.0
3737,16.01.2020,1,גבעת התחמושת,5.0,145.0,2450000.0,,0.0
3738,16.01.2020,1,אהרונוביץ,3.0,74.0,1750000.0,,0.0
3739,16.01.2020,1,צאלים,4.5,99.0,1890000.0,,0.0
3740,15.01.2020,1,רבינוביץ יהושע,3.0,60.4,1550000.0,23% ב 4.3 שנים,5.348837209302326
3741,15.01.2020,1,הערבה,3.0,48.3,650000.0,70% ב 18.3 שנים,3.8251366120218577
3742,15.01.2020,1,הרב הרצוג,3.0,46.93,1630000.0,171% ב 6.7 שנים,25.52238805970149
3743,15.01.2020,1,אלי כהן,3.5,74.0,1500000.0,18% ב 6.4 שנים,2.8125
3744,15.01.2020,1,אהרונוביץ,4.0,89.0,2106000.0,,0.0
3745,15.01.2020,1,אריק לביא,8.0,180.0,3204000.0,,0.0
3746,15.01.2020,1,"אצ""ל",0.0,120.0,1060000.0,,0.0
3747,15.01.2020,1,בעל שם טוב,3.0,58.0,1250000.0,,0.0
3748,15.01.2020,1,התאנה,4.0,91.63,2120000.0,,0.0
3749,15.01.2020,1,"ש""ץ צבי",0.0,622.0,325000.0,,0.0
3750,15.01.2020,1,ההסתדרות,0.0,24.0,750000.0,,0.0
3751,15.01.2020,1,בן גוריון,4.0,88.2,1640000.0,,0.0
3752,15.01.2020,1,הכנסת,3.0,65.4,1200000.0,,0.0
3753,15.01.2020,1,ארלוזורוב,3.0,84.0,587999.0,,0.0
3754,15.01.2020,1,חברון,0.0,306.0,1650000.0,,0.0
3755,15.01.2020,1,בעל שם טוב,0.0,38.5,600000.0,,0.0
3756,14.01.2020,1,יוסף הנשיא,3.0,60.0,1160000.0,45% ב 4.7 שנים,9.574468085106382
3757,14.01.2020,1,,3.0,43.0,1540000.0,14% ב 3.9 שנים,3.58974358974359
3758,14.01.2020,1,,2.0,48.7,1306000.0,11% ב 3.3 שנים,3.3333333333333335
3759,14.01.2020,1,קדמן,5.0,87.66,1700000.0,,0.0
3760,14.01.2020,1,גולדשטיין פרץ,3.0,64.7,1400000.0,,0.0
3761,14.01.2020,1,"אצ""ל",1.0,78.0,1241188.0,,0.0
3762,14.01.2020,1,"אצ""ל",1.0,120.0,1815021.0,,0.0
3763,14.01.2020,1,"אצ""ל",1.0,98.0,1426692.0,,0.0
3764,14.01.2020,1,ברנר,3.0,63.06,1560000.0,,0.0
3765,14.01.2020,1,הבקעה,3.0,73.0,1088000.0,,0.0
3766,14.01.2020,1,פבריגט אנריקו,5.0,120.0,2030000.0,,0.0
3767,14.01.2020,1,,0.0,403.0,4804000.0,,0.0
3768,13.01.2020,1,סעדיה גאון,3.0,59.55,1360000.0,165% ב 19.7 שנים,8.375634517766498
3769,13.01.2020,1,פיארברג,2.0,51.67,1860000.0,,0.0
3770,13.01.2020,1,שלום עליכם,3.0,48.98,1600000.0,103% ב 11 שנים,9.363636363636363
3771,13.01.2020,1,תמר,5.0,110.4,2500000.0,78% ב 10.7 שנים,7.289719626168225
3772,13.01.2020,1,נרקיס עוזי,7.0,204.0,4200000.0,,0.0
3773,13.01.2020,1,סוקולוב,3.0,84.76,1460000.0,,0.0
3774,13.01.2020,1,שנקר,3.0,60.06,716250.0,,0.0
3775,13.01.2020,1,אפעל,3.0,75.0,1740000.0,,0.0
3776,13.01.2020,1,נרקיס עוזי,5.0,123.0,2690000.0,,0.0
3777,12.01.2020,1,אהרונוביץ,3.0,76.0,1550000.0,,0.0
3778,12.01.2020,1,עוזיאל,5.0,115.19,2200000.0,,0.0
3779,12.01.2020,1,אחד במאי,2.0,50.64,1200000.0,,0.0
3780,12.01.2020,1,,0.0,66.0,1017000.0,,0.0
3781,11.01.2020,1,גבעת התחמושת,4.0,80.0,1780000.0,,0.0
3782,10.01.2020,1,קפאח,3.0,97.58,2000000.0,,0.0
3783,09.01.2020,1,אילת,2.5,49.6,1020000.0,131% ב 12.5 שנים,10.48
3784,09.01.2020,1,שרת משה,3.0,71.0,1540000.0,28% ב 5 שנים,5.6
3785,09.01.2020,1,יום הכיפורים,5.0,113.18,2300000.0,49% ב 9.4 שנים,5.212765957446808
3786,09.01.2020,1,הגאונים,3.0,69.0,1240000.0,,0.0
3787,09.01.2020,1,התחיה,4.0,76.89,1770000.0,,0.0
3788,09.01.2020,1,הטייסים,4.0,87.0,1845000.0,,0.0
3789,09.01.2020,1,לסקוב חיים,4.0,85.0,1840000.0,,0.0
3790,08.01.2020,1,סוקולוב,3.0,82.9,1300000.0,,0.0
3791,08.01.2020,1,התחיה,3.0,52.85,1300000.0,52% ב 7.4 שנים,7.027027027027026
3792,08.01.2020,1,,4.0,99.0,2325000.0,,0.0
3793,08.01.2020,1,צאלים,3.0,62.4,1400000.0,,0.0
3794,08.01.2020,1,זבוטינסקי,3.0,54.65,1500000.0,,0.0
3795,07.01.2020,1,שץ צבי,2.0,46.02,1020000.0,188% ב 13.9 שנים,13.525179856115107
3796,07.01.2020,1,מסילת העולים,4.0,90.45,1730000.0,20% ב 5 שנים,4.0
3797,07.01.2020,1,דמארי שושנה,4.0,110.1,2300000.0,22% ב 6.3 שנים,3.492063492063492
3798,07.01.2020,1,,4.0,99.0,2275000.0,,0.0
3799,07.01.2020,1,,4.0,100.0,2325000.0,,0.0
3800,07.01.2020,1,מפרץ שלמה,3.0,64.6,1343000.0,,0.0
3801,07.01.2020,1,החרצית,5.0,99.68,2350000.0,,0.0
3802,06.01.2020,1,שער הגיא,5.0,111.07,1709000.0,-5% ב 4.1 שנים,-1.2195121951219514
3803,06.01.2020,1,שמואל הנגיד,3.0,55.47,1505000.0,36% ב 8.9 שנים,4.044943820224719
3804,06.01.2020,1,בעל שם טוב,4.0,81.98,1360000.0,87% ב 10.5 שנים,8.285714285714286
3805,06.01.2020,1,שמר נעמי,5.0,116.0,2315000.0,47% ב 10 שנים,4.7
3806,06.01.2020,1,רבינוביץ יהושע,4.0,82.0,1650000.0,52% ב 10 שנים,5.2
3807,06.01.2020,1,,5.0,124.05,2850000.0,39% ב 6.2 שנים,6.290322580645161
3808,06.01.2020,1,,4.0,99.0,2275000.0,,0.0
3809,06.01.2020,1,הוז דב,0.0,31.0,490000.0,,0.0
3810,06.01.2020,1,,0.0,117.0,1606000.0,,0.0
3811,05.01.2020,1,פרישמן,5.0,115.0,3150000.0,,0.0
3812,05.01.2020,1,"ביל""ו",4.0,86.0,1207033.0,,0.0
3813,03.01.2020,1,ירמיהו,2.0,42.0,1140000.0,216% ב 12.6 שנים,17.142857142857142
3814,02.01.2020,1,נס ציונה,3.5,64.51,1585000.0,136% ב 17.7 שנים,7.68361581920904
3815,02.01.2020,1,קלויזנר,4.0,102.16,1830000.0,30% ב 10 שנים,3.0
3816,02.01.2020,1,המרכבה,0.0,126.95,1227000.0,,0.0
3817,02.01.2020,1,,5.0,130.0,2730000.0,,0.0
3818,02.01.2020,1,המרכבה,0.0,78.67,915000.0,,0.0
3819,02.01.2020,1,אלחריזי,4.0,78.24,1404000.0,,0.0
3820,02.01.2020,1,חנקין,2.0,49.0,1480000.0,,0.0
3821,02.01.2020,1,המרכבה,0.0,69.39,680000.0,,0.0
3822,02.01.2020,1,,7.0,238.0,4410000.0,,0.0
3823,02.01.2020,1,המרכבה,0.0,105.03,1023000.0,,0.0
3824,01.01.2020,1,האלוף אהרון יריב,5.0,103.5,2650000.0,139% ב 19.6 שנים,7.091836734693877
3825,01.01.2020,1,דיין משה,5.0,118.5,2000000.0,83% ב 11.9 שנים,6.974789915966387
3826,01.01.2020,1,בעל שם טוב,3.0,55.8,1180000.0,78% ב 8.8 שנים,8.863636363636363
3827,01.01.2020,1,ספיר יוסף,2.0,40.77,1100000.0,33% ב 6.6 שנים,5.0
3828,01.01.2020,1,קראוזה,3.0,62.6,1590000.0,59% ב 5.6 שנים,10.535714285714286
3829,01.01.2020,1,אהרונוביץ,3.0,76.0,1500000.0,,0.0
3830,01.01.2020,1,ברץ יוסף,4.0,91.0,1905000.0,,0.0
3831,31.12.2019,12,בן-נון יוחאי,5.0,101.38,2340000.0,96% ב 17.9 שנים,5.363128491620112
3832,31.12.2019,12,מפרץ שלמה,3.0,63.48,1370000.0,159% ב 13.3 שנים,11.954887218045112
3833,31.12.2019,12,,0.0,107.0,685000.0,,0.0
3834,31.12.2019,12,נרקיס עוזי,7.0,204.0,4100000.0,,0.0
3835,31.12.2019,12,יוספטל,4.0,75.3,1545000.0,,0.0
3836,31.12.2019,12,רמת הגולן,3.0,72.0,1560000.0,,0.0
3837,31.12.2019,12,אהרונוביץ,3.0,76.0,1600000.0,,0.0
3838,31.12.2019,12,,0.0,92.0,952000.0,,0.0
3839,30.12.2019,12,השחף,5.5,101.9,2650000.0,147% ב 20.7 שנים,7.101449275362319
3840,30.12.2019,12,הצפירה,3.0,62.0,1140000.0,172% ב 18.2 שנים,9.45054945054945
3841,30.12.2019,12,דה שליט עמוס,5.0,103.37,2135000.0,107% ב 13.7 שנים,7.81021897810219
3842,30.12.2019,12,"הגר""א",3.0,59.48,909000.0,71% ב 12 שנים,5.916666666666667
3843,30.12.2019,12,לויתן,5.0,101.0,1800000.0,12% ב 4.7 שנים,2.553191489361702
3844,30.12.2019,12,הגליל,2.0,47.8,1200000.0,,0.0
3845,30.12.2019,12,הנוטרים,3.0,70.0,2500000.0,,0.0
3846,30.12.2019,12,אילת,4.0,86.7,1550000.0,,0.0
3847,30.12.2019,12,,0.0,157.0,1835000.0,,0.0
3848,30.12.2019,12,מפרץ שלמה,4.0,110.0,2150000.0,,0.0
3849,29.12.2019,12,חלץ,3.0,63.2,203571.0,,0.0
3850,29.12.2019,12,ירושלים,3.0,65.3,1463000.0,,0.0
3851,29.12.2019,12,פייר קניג,4.0,67.03,1950000.0,,0.0
3852,29.12.2019,12,,8.0,243.0,3800000.0,,0.0
3853,29.12.2019,12,צדוק דוד,5.0,106.0,2200000.0,,0.0
3854,29.12.2019,12,החשמונאים,5.0,100.0,2040000.0,,0.0
3855,29.12.2019,12,שער ציון,3.0,59.0,1840000.0,,0.0
3856,29.12.2019,12,הנביאים,4.0,105.0,2200000.0,,0.0
3857,28.12.2019,12,פייר קניג,4.0,103.0,1950000.0,,0.0
3858,26.12.2019,12,ידין יגאל,5.0,101.3,2249000.0,87% ב 14.4 שנים,6.041666666666666
3859,26.12.2019,12,סאלק,2.0,36.0,1550000.0,22% ב 6.5 שנים,3.3846153846153846
3860,26.12.2019,12,קוגל,3.0,61.88,1250000.0,16% ב 3.2 שנים,5.0
3861,26.12.2019,12,הצופית,3.0,65.08,1380000.0,,0.0
3862,26.12.2019,12,שער ציון,4.0,75.2,1455000.0,,0.0
3863,26.12.2019,12,,0.0,0.0,53000.0,,0.0
3864,26.12.2019,12,חנקין,0.0,204.11,3200000.0,,0.0
3865,26.12.2019,12,חומה ומגדל,2.0,41.56,1310000.0,,0.0
3866,25.12.2019,12,התומר,3.0,57.6,790000.0,160% ב 21.7 שנים,7.373271889400922
3867,25.12.2019,12,ראש פנה,3.0,63.92,1490000.0,27% ב 6 שנים,4.5
3868,25.12.2019,12,וולקני יצחק,4.0,78.62,1820000.0,187% ב 12.9 שנים,14.496124031007751
3869,25.12.2019,12,ההסתדרות,3.0,66.8,1550000.0,17% ב 6.5 שנים,2.6153846153846154
3870,25.12.2019,12,סוקולוב,2.5,50.12,1425000.0,54% ב 9.5 שנים,5.684210526315789
3871,25.12.2019,12,מוטה גור,4.0,90.75,2190000.0,,0.0
3872,25.12.2019,12,אפעל,3.0,75.0,1710000.0,,0.0
3873,25.12.2019,12,פיכמן,5.0,144.0,3440000.0,,0.0
3874,24.12.2019,12,שנקר,2.5,50.0,1280000.0,39% ב 6.5 שנים,6.0
3875,24.12.2019,12,ז'בוטינסקי,3.0,64.05,1565000.0,,0.0
3876,24.12.2019,12,,4.0,99.0,2230000.0,,0.0
3877,24.12.2019,12,התאנה,5.0,103.0,2200000.0,,0.0
3878,24.12.2019,12,פיכמן,5.0,144.0,3430000.0,,0.0
3879,23.12.2019,12,החשמונאים,3.0,60.3,1400000.0,138% ב 17 שנים,8.117647058823529
3880,23.12.2019,12,אהל שרה,3.0,67.09,1450000.0,11% ב 3.9 שנים,2.8205128205128207
3881,23.12.2019,12,"אצ""ל",3.0,62.15,1500000.0,45% ב 4.7 שנים,9.574468085106382
3882,23.12.2019,12,מודיעין,4.0,96.0,2470000.0,,0.0
3883,23.12.2019,12,הסדנה,0.0,133.4,1590000.0,,0.0
3884,23.12.2019,12,,4.0,100.0,2230000.0,,0.0
3885,23.12.2019,12,קראוזה,4.0,63.5,1760000.0,,0.0
3886,23.12.2019,12,קרית שמונה,6.0,127.0,2437000.0,,0.0
3887,23.12.2019,12,דמארי שושנה,9.0,288.0,4650000.0,,0.0
3888,23.12.2019,12,ההסתדרות,3.0,58.63,1260000.0,,0.0
3889,23.12.2019,12,בלום לאון,3.0,48.0,1680000.0,,0.0
3890,22.12.2019,12,מעלות,3.0,57.0,1395000.0,27% ב 6.1 שנים,4.426229508196721
3891,22.12.2019,12,"אצ""ל",3.0,62.25,1375000.0,158% ב 15.9 שנים,9.937106918238994
3892,22.12.2019,12,קרן היסוד,4.0,89.84,1750000.0,51% ב 8.2 שנים,6.219512195121951
3893,22.12.2019,12,שער האריות,4.0,94.0,2090000.0,49% ב 7.8 שנים,6.282051282051282
3894,22.12.2019,12,המתמיד,2.0,38.3,1005000.0,,0.0
3895,22.12.2019,12,שמואל הנגיד,4.0,100.58,1537000.0,,0.0
3896,22.12.2019,12,"אלופי צה""ל",4.0,76.7,1395000.0,,0.0
3897,22.12.2019,12,ישראלי בן ציון,3.5,71.09,1540000.0,,0.0
3898,22.12.2019,12,הוז דב,2.0,48.24,1185000.0,,0.0
3899,22.12.2019,12,שרת משה,4.0,85.0,1590000.0,,0.0
3900,20.12.2019,12,מרבד הקסמים,3.0,55.88,1400000.0,195% ב 14 שנים,13.928571428571429
3901,20.12.2019,12,לסקוב חיים,4.0,84.0,1950000.0,47% ב 6.5 שנים,7.230769230769231
3902,20.12.2019,12,מונטיפיורי,3.0,58.6,1100000.0,,0.0
3903,19.12.2019,12,בעל שם טוב,3.0,61.7,1500000.0,53% ב 6.9 שנים,7.6811594202898545
3904,19.12.2019,12,ראש פנה,3.0,59.5,1300000.0,39% ב 13.4 שנים,2.9104477611940296
3905,19.12.2019,12,הארז,5.0,130.0,3050000.0,,0.0
3906,19.12.2019,12,השומר,2.0,49.3,550001.0,,0.0
3907,19.12.2019,12,בן יהודה,3.0,75.0,1810000.0,,0.0
3908,19.12.2019,12,רמת הגולן,3.0,52.0,1100000.0,,0.0
3909,19.12.2019,12,"הגר""א",3.0,61.27,1230000.0,,0.0
3910,19.12.2019,12,הר הצופים,3.0,64.0,1349000.0,,0.0
3911,19.12.2019,12,מפרץ שלמה,3.0,64.6,1530000.0,,0.0
3912,19.12.2019,12,ההסתדרות,0.0,288.0,16050000.0,,0.0
3913,18.12.2019,12,ראשון לציון,3.0,58.89,1530000.0,123% ב 12.6 שנים,9.761904761904763
3914,18.12.2019,12,רבינוביץ יהושע,6.0,190.5,3300000.0,65% ב 10.4 שנים,6.25
3915,18.12.2019,12,לסקוב חיים,5.0,104.0,2135000.0,64% ב 8 שנים,8.0
3916,18.12.2019,12,ירמיהו,3.0,58.0,1205000.0,,0.0
3917,18.12.2019,12,רבינוביץ יהושע,6.0,128.0,3185000.0,,0.0
3918,17.12.2019,12,פבריגט אנריקו,5.0,118.0,2110000.0,,0.0
3919,17.12.2019,12,ברזביל,4.0,87.0,1619000.0,,0.0
3920,17.12.2019,12,פיכמן,5.0,178.0,3450000.0,,0.0
3921,17.12.2019,12,מונטיפיורי,4.0,72.63,1984000.0,,0.0
3922,17.12.2019,12,סוקולוב,3.0,60.45,1200000.0,,0.0
3923,16.12.2019,12,הבנים,3.0,56.7,1200000.0,14% ב 3.5 שנים,4.0
3924,16.12.2019,12,קדושי קהיר,3.0,64.8,1640000.0,32% ב 6 שנים,5.333333333333333
3925,16.12.2019,12,נח קפלינסקי,4.0,75.0,1560000.0,1% ב 3 שנים,0.3333333333333333
3926,16.12.2019,12,,1.0,96.0,1913096.0,,0.0
3927,16.12.2019,12,,5.0,125.0,2680000.0,,0.0
3928,16.12.2019,12,ארלוזורוב,6.0,151.0,2775000.0,,0.0
3929,16.12.2019,12,ארלוזורוב,5.0,119.0,2636000.0,,0.0
3930,16.12.2019,12,צבי תדמור,5.0,111.04,2860000.0,,0.0
3931,16.12.2019,12,וולקני יצחק,3.5,70.79,1470000.0,,0.0
3932,16.12.2019,12,פיכמן,5.0,144.0,3450000.0,,0.0
3933,15.12.2019,12,בעל שם טוב,2.5,58.0,1100000.0,60% ב 14.2 שנים,4.225352112676057
3934,15.12.2019,12,הגאונים,3.0,49.5,1020000.0,36% ב 5.9 שנים,6.101694915254237
